em [gr/yr],Date
1.0740748767551,2021-12-16 07:00:00
1.6956452503151513,2021-12-16 08:00:00
1.67400787949836,2021-12-16 09:00:00
1.5307553596824355,2021-12-16 10:00:00
1.5402167590317442,2021-12-16 11:00:00
1.5678922067810686,2021-12-16 12:00:00
1.5914717531299603,2021-12-16 13:00:00
1.5950539418888687,2021-12-16 14:00:00
1.5795497843714168,2021-12-16 15:00:00
1.6891893124645943,2021-12-16 16:00:00
1.8254548611315842,2021-12-16 17:00:00
2.0050491447835976,2021-12-16 18:00:00
2.0086240020374504,2021-12-16 19:00:00
1.7929864099713455,2021-12-16 20:00:00
1.5561896988895993,2021-12-16 21:00:00
1.1783188929404123,2021-12-16 22:00:00
0.8950345306313066,2021-12-16 23:00:00
0.7833965778742211,2021-12-17 00:00:00
0.39774184182144207,2021-12-17 01:00:00
0.22840534354755423,2021-12-17 02:00:00
0.14224804282809705,2021-12-17 03:00:00
0.12025039333953805,2021-12-17 04:00:00
0.15013071143794585,2021-12-17 05:00:00
0.2497692564365623,2021-12-17 06:00:00
0.6628577931651137,2021-12-17 07:00:00
1.6855911684797202,2021-12-17 08:00:00
1.8126264348601935,2021-12-17 09:00:00
1.5458287676174804,2021-12-17 10:00:00
1.5141520822085188,2021-12-17 11:00:00
1.5649858412626534,2021-12-17 12:00:00
1.6751409988013628,2021-12-17 13:00:00
1.7088108459293816,2021-12-17 14:00:00
1.636750170813905,2021-12-17 15:00:00
1.7477589292455546,2021-12-17 16:00:00
1.9052432407645283,2021-12-17 17:00:00
2.0925307480260185,2021-12-17 18:00:00
2.1594418800138375,2021-12-17 19:00:00
2.065841803887503,2021-12-17 20:00:00
1.820081198140123,2021-12-17 21:00:00
1.5084019493291465,2021-12-17 22:00:00
1.2770922092780927,2021-12-17 23:00:00
0.9560567691062035,2021-12-18 00:00:00
0.795458371790164,2021-12-18 01:00:00
0.5650443434103278,2021-12-18 02:00:00
0.42638719460457275,2021-12-18 03:00:00
0.34140688558818355,2021-12-18 04:00:00
0.3228390515202779,2021-12-18 05:00:00
0.3436668779721673,2021-12-18 06:00:00
0.4389680915285325,2021-12-18 07:00:00
0.7223394775837348,2021-12-18 08:00:00
1.0660120081563806,2021-12-18 09:00:00
1.225138695138959,2021-12-18 10:00:00
1.3548354845144333,2021-12-18 11:00:00
1.5758478212951657,2021-12-18 12:00:00
1.804524689969717,2021-12-18 13:00:00
1.9557374502020335,2021-12-18 14:00:00
1.803742959738168,2021-12-18 15:00:00
1.6045192447002197,2021-12-18 16:00:00
1.6323011552334368,2021-12-18 17:00:00
1.669564593138295,2021-12-18 18:00:00
1.6668832925660633,2021-12-18 19:00:00
1.4855795552398046,2021-12-18 20:00:00
1.3578516067601847,2021-12-18 21:00:00
1.3505970181485483,2021-12-18 22:00:00
1.1745044390647403,2021-12-18 23:00:00
0.6989631916367891,2021-12-19 00:00:00
0.753625609499795,2021-12-19 01:00:00
0.5686799551106156,2021-12-19 02:00:00
0.4506157603303613,2021-12-19 03:00:00
0.38565842618269797,2021-12-19 04:00:00
0.35013049691854153,2021-12-19 05:00:00
0.33720455229143775,2021-12-19 06:00:00
0.2967831714258704,2021-12-19 07:00:00
0.3610941817268513,2021-12-19 08:00:00
0.4854974510159632,2021-12-19 09:00:00
0.6026945420162421,2021-12-19 10:00:00
0.7627626700131016,2021-12-19 11:00:00
0.984356418314052,2021-12-19 12:00:00
1.2106757313443128,2021-12-19 13:00:00
1.3957378527318434,2021-12-19 14:00:00
1.2489405146863994,2021-12-19 15:00:00
1.1260005153363997,2021-12-19 16:00:00
1.2387658191621906,2021-12-19 17:00:00
1.3532220882307386,2021-12-19 18:00:00
1.3634892332035666,2021-12-19 19:00:00
1.2551950379017478,2021-12-19 20:00:00
1.2320633752403927,2021-12-19 21:00:00
1.1519826864001077,2021-12-19 22:00:00
0.8031337919389716,2021-12-19 23:00:00
0.5408251273539083,2021-12-20 00:00:00
0.30699482758691854,2021-12-20 01:00:00
0.16007506976630925,2021-12-20 02:00:00
0.09406600420172657,2021-12-20 03:00:00
0.07745232729798657,2021-12-20 04:00:00
0.11621373724510357,2021-12-20 05:00:00
0.2295737282304194,2021-12-20 06:00:00
1.0740748767551,2021-12-20 07:00:00
1.6956452503151513,2021-12-20 08:00:00
1.67400787949836,2021-12-20 09:00:00
1.5307553596824355,2021-12-20 10:00:00
1.5402167590317442,2021-12-20 11:00:00
1.5678922067810686,2021-12-20 12:00:00
1.5914717531299603,2021-12-20 13:00:00
1.5950539418888687,2021-12-20 14:00:00
1.5795497843714168,2021-12-20 15:00:00
1.6891893124645943,2021-12-20 16:00:00
1.8254548611315842,2021-12-20 17:00:00
2.0050491447835976,2021-12-20 18:00:00
2.0086240020374504,2021-12-20 19:00:00
1.7929864099713455,2021-12-20 20:00:00
1.5561896988895993,2021-12-20 21:00:00
1.1783188929404123,2021-12-20 22:00:00
0.8950345306313066,2021-12-20 23:00:00
0.5408251273539083,2021-12-21 00:00:00
0.30699482758691854,2021-12-21 01:00:00
0.16007506976630925,2021-12-21 02:00:00
0.09406600420172657,2021-12-21 03:00:00
0.07745232729798657,2021-12-21 04:00:00
0.11621373724510357,2021-12-21 05:00:00
0.2295737282304194,2021-12-21 06:00:00
1.0740748767551,2021-12-21 07:00:00
1.6956452503151513,2021-12-21 08:00:00
1.67400787949836,2021-12-21 09:00:00
1.5307553596824355,2021-12-21 10:00:00
1.5402167590317442,2021-12-21 11:00:00
1.5678922067810686,2021-12-21 12:00:00
1.5914717531299603,2021-12-21 13:00:00
1.5950539418888687,2021-12-21 14:00:00
1.5795497843714168,2021-12-21 15:00:00
1.6891893124645943,2021-12-21 16:00:00
1.8254548611315842,2021-12-21 17:00:00
2.0050491447835976,2021-12-21 18:00:00
2.0086240020374504,2021-12-21 19:00:00
1.7929864099713455,2021-12-21 20:00:00
1.5561896988895993,2021-12-21 21:00:00
1.1783188929404123,2021-12-21 22:00:00
0.8950345306313066,2021-12-21 23:00:00
0.5408251273539083,2021-12-22 00:00:00
0.30699482758691854,2021-12-22 01:00:00
0.16007506976630925,2021-12-22 02:00:00
0.09406600420172657,2021-12-22 03:00:00
0.07745232729798657,2021-12-22 04:00:00
0.11621373724510357,2021-12-22 05:00:00
0.2295737282304194,2021-12-22 06:00:00
1.0740748767551,2021-12-22 07:00:00
1.6956452503151513,2021-12-22 08:00:00
1.67400787949836,2021-12-22 09:00:00
1.5307553596824355,2021-12-22 10:00:00
1.5402167590317442,2021-12-22 11:00:00
1.5678922067810686,2021-12-22 12:00:00
1.5914717531299603,2021-12-22 13:00:00
1.5950539418888687,2021-12-22 14:00:00
1.5795497843714168,2021-12-22 15:00:00
1.6891893124645943,2021-12-22 16:00:00
1.8254548611315842,2021-12-22 17:00:00
2.0050491447835976,2021-12-22 18:00:00
2.0086240020374504,2021-12-22 19:00:00
1.7929864099713455,2021-12-22 20:00:00
1.5561896988895993,2021-12-22 21:00:00
1.1783188929404123,2021-12-22 22:00:00
0.8950345306313066,2021-12-22 23:00:00
0.5408251273539083,2021-12-23 00:00:00
0.30699482758691854,2021-12-23 01:00:00
0.16007506976630925,2021-12-23 02:00:00
0.09406600420172657,2021-12-23 03:00:00
0.07745232729798657,2021-12-23 04:00:00
0.11621373724510357,2021-12-23 05:00:00
0.2295737282304194,2021-12-23 06:00:00
1.0740748767551,2021-12-23 07:00:00
1.6956452503151513,2021-12-23 08:00:00
1.67400787949836,2021-12-23 09:00:00
1.5307553596824355,2021-12-23 10:00:00
1.5402167590317442,2021-12-23 11:00:00
1.5678922067810686,2021-12-23 12:00:00
1.5914717531299603,2021-12-23 13:00:00
1.5950539418888687,2021-12-23 14:00:00
1.5795497843714168,2021-12-23 15:00:00
1.6891893124645943,2021-12-23 16:00:00
1.8254548611315842,2021-12-23 17:00:00
2.0050491447835976,2021-12-23 18:00:00
2.0086240020374504,2021-12-23 19:00:00
1.7929864099713455,2021-12-23 20:00:00
1.5561896988895993,2021-12-23 21:00:00
1.1783188929404123,2021-12-23 22:00:00
0.8950345306313066,2021-12-23 23:00:00
0.7833965778742211,2021-12-24 00:00:00
0.39774184182144207,2021-12-24 01:00:00
0.22840534354755423,2021-12-24 02:00:00
0.14224804282809705,2021-12-24 03:00:00
0.12025039333953805,2021-12-24 04:00:00
0.15013071143794585,2021-12-24 05:00:00
0.2497692564365623,2021-12-24 06:00:00
0.6628577931651137,2021-12-24 07:00:00
1.6855911684797202,2021-12-24 08:00:00
1.8126264348601935,2021-12-24 09:00:00
1.5458287676174804,2021-12-24 10:00:00
1.5141520822085188,2021-12-24 11:00:00
1.5649858412626534,2021-12-24 12:00:00
1.6751409988013628,2021-12-24 13:00:00
1.7088108459293816,2021-12-24 14:00:00
1.636750170813905,2021-12-24 15:00:00
1.7477589292455546,2021-12-24 16:00:00
1.9052432407645283,2021-12-24 17:00:00
2.0925307480260185,2021-12-24 18:00:00
2.1594418800138375,2021-12-24 19:00:00
2.065841803887503,2021-12-24 20:00:00
1.820081198140123,2021-12-24 21:00:00
1.5084019493291465,2021-12-24 22:00:00
1.2770922092780927,2021-12-24 23:00:00
0.9560567691062035,2021-12-25 00:00:00
0.795458371790164,2021-12-25 01:00:00
0.5650443434103278,2021-12-25 02:00:00
0.42638719460457275,2021-12-25 03:00:00
0.34140688558818355,2021-12-25 04:00:00
0.3228390515202779,2021-12-25 05:00:00
0.3436668779721673,2021-12-25 06:00:00
0.4389680915285325,2021-12-25 07:00:00
0.7223394775837348,2021-12-25 08:00:00
1.0660120081563806,2021-12-25 09:00:00
1.225138695138959,2021-12-25 10:00:00
1.3548354845144333,2021-12-25 11:00:00
1.5758478212951657,2021-12-25 12:00:00
1.804524689969717,2021-12-25 13:00:00
1.9557374502020335,2021-12-25 14:00:00
1.803742959738168,2021-12-25 15:00:00
1.6045192447002197,2021-12-25 16:00:00
1.6323011552334368,2021-12-25 17:00:00
1.669564593138295,2021-12-25 18:00:00
1.6668832925660633,2021-12-25 19:00:00
1.4855795552398046,2021-12-25 20:00:00
1.3578516067601847,2021-12-25 21:00:00
1.3505970181485483,2021-12-25 22:00:00
1.1745044390647403,2021-12-25 23:00:00
0.6989631916367891,2021-12-26 00:00:00
0.753625609499795,2021-12-26 01:00:00
0.5686799551106156,2021-12-26 02:00:00
0.4506157603303613,2021-12-26 03:00:00
0.38565842618269797,2021-12-26 04:00:00
0.35013049691854153,2021-12-26 05:00:00
0.33720455229143775,2021-12-26 06:00:00
0.2967831714258704,2021-12-26 07:00:00
0.3610941817268513,2021-12-26 08:00:00
0.4854974510159632,2021-12-26 09:00:00
0.6026945420162421,2021-12-26 10:00:00
0.7627626700131016,2021-12-26 11:00:00
0.984356418314052,2021-12-26 12:00:00
1.2106757313443128,2021-12-26 13:00:00
1.3957378527318434,2021-12-26 14:00:00
1.2489405146863994,2021-12-26 15:00:00
1.1260005153363997,2021-12-26 16:00:00
1.2387658191621906,2021-12-26 17:00:00
1.3532220882307386,2021-12-26 18:00:00
1.3634892332035666,2021-12-26 19:00:00
1.2551950379017478,2021-12-26 20:00:00
1.2320633752403927,2021-12-26 21:00:00
1.1519826864001077,2021-12-26 22:00:00
0.8031337919389716,2021-12-26 23:00:00
0.5408251273539083,2021-12-27 00:00:00
0.30699482758691854,2021-12-27 01:00:00
0.16007506976630925,2021-12-27 02:00:00
0.09406600420172657,2021-12-27 03:00:00
0.07745232729798657,2021-12-27 04:00:00
0.11621373724510357,2021-12-27 05:00:00
0.2295737282304194,2021-12-27 06:00:00
1.0740748767551,2021-12-27 07:00:00
1.6956452503151513,2021-12-27 08:00:00
1.67400787949836,2021-12-27 09:00:00
1.5307553596824355,2021-12-27 10:00:00
1.5402167590317442,2021-12-27 11:00:00
1.5678922067810686,2021-12-27 12:00:00
1.5914717531299603,2021-12-27 13:00:00
1.5950539418888687,2021-12-27 14:00:00
1.5795497843714168,2021-12-27 15:00:00
1.6891893124645943,2021-12-27 16:00:00
1.8254548611315842,2021-12-27 17:00:00
2.0050491447835976,2021-12-27 18:00:00
2.0086240020374504,2021-12-27 19:00:00
1.7929864099713455,2021-12-27 20:00:00
1.5561896988895993,2021-12-27 21:00:00
1.1783188929404123,2021-12-27 22:00:00
0.8950345306313066,2021-12-27 23:00:00
0.5408251273539083,2021-12-28 00:00:00
0.30699482758691854,2021-12-28 01:00:00
0.16007506976630925,2021-12-28 02:00:00
0.09406600420172657,2021-12-28 03:00:00
0.07745232729798657,2021-12-28 04:00:00
0.11621373724510357,2021-12-28 05:00:00
0.2295737282304194,2021-12-28 06:00:00
1.0740748767551,2021-12-28 07:00:00
1.6956452503151513,2021-12-28 08:00:00
1.67400787949836,2021-12-28 09:00:00
1.5307553596824355,2021-12-28 10:00:00
1.5402167590317442,2021-12-28 11:00:00
1.5678922067810686,2021-12-28 12:00:00
1.5914717531299603,2021-12-28 13:00:00
1.5950539418888687,2021-12-28 14:00:00
1.5795497843714168,2021-12-28 15:00:00
1.6891893124645943,2021-12-28 16:00:00
1.8254548611315842,2021-12-28 17:00:00
2.0050491447835976,2021-12-28 18:00:00
2.0086240020374504,2021-12-28 19:00:00
1.7929864099713455,2021-12-28 20:00:00
1.5561896988895993,2021-12-28 21:00:00
1.1783188929404123,2021-12-28 22:00:00
0.8950345306313066,2021-12-28 23:00:00
0.5408251273539083,2021-12-29 00:00:00
0.30699482758691854,2021-12-29 01:00:00
0.16007506976630925,2021-12-29 02:00:00
0.09406600420172657,2021-12-29 03:00:00
0.07745232729798657,2021-12-29 04:00:00
0.11621373724510357,2021-12-29 05:00:00
0.2295737282304194,2021-12-29 06:00:00
1.0740748767551,2021-12-29 07:00:00
1.6956452503151513,2021-12-29 08:00:00
1.67400787949836,2021-12-29 09:00:00
1.5307553596824355,2021-12-29 10:00:00
1.5402167590317442,2021-12-29 11:00:00
1.5678922067810686,2021-12-29 12:00:00
1.5914717531299603,2021-12-29 13:00:00
1.5950539418888687,2021-12-29 14:00:00
1.5795497843714168,2021-12-29 15:00:00
1.6891893124645943,2021-12-29 16:00:00
1.8254548611315842,2021-12-29 17:00:00
2.0050491447835976,2021-12-29 18:00:00
2.0086240020374504,2021-12-29 19:00:00
1.7929864099713455,2021-12-29 20:00:00
1.5561896988895993,2021-12-29 21:00:00
1.1783188929404123,2021-12-29 22:00:00
0.8950345306313066,2021-12-29 23:00:00
0.5408251273539083,2021-12-30 00:00:00
0.30699482758691854,2021-12-30 01:00:00
0.16007506976630925,2021-12-30 02:00:00
0.09406600420172657,2021-12-30 03:00:00
0.07745232729798657,2021-12-30 04:00:00
0.11621373724510357,2021-12-30 05:00:00
0.2295737282304194,2021-12-30 06:00:00
1.0740748767551,2021-12-30 07:00:00
1.6956452503151513,2021-12-30 08:00:00
1.67400787949836,2021-12-30 09:00:00
1.5307553596824355,2021-12-30 10:00:00
1.5402167590317442,2021-12-30 11:00:00
1.5678922067810686,2021-12-30 12:00:00
1.5914717531299603,2021-12-30 13:00:00
1.5950539418888687,2021-12-30 14:00:00
1.5795497843714168,2021-12-30 15:00:00
1.6891893124645943,2021-12-30 16:00:00
1.8254548611315842,2021-12-30 17:00:00
2.0050491447835976,2021-12-30 18:00:00
2.0086240020374504,2021-12-30 19:00:00
1.7929864099713455,2021-12-30 20:00:00
1.5561896988895993,2021-12-30 21:00:00
1.1783188929404123,2021-12-30 22:00:00
0.8950345306313066,2021-12-30 23:00:00
